title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis
Is it possible to discriminate workers with a higher prevalence of low back pain considering daily exposure time in a work-related lumbar posture? A diagnostic accuracy study	10.1080/00140139.2021.2001577	http://dx.doi.org/10.1080/00140139.2021.2001577	0014-0139	Ergonomics	Eduardo Gallas Leivas			2021	1655849811	0	0	0	0	23	0	18	0	18	0	18	10	FALSE	Eduardo Gallas Leivas, Juliana Valentim Bittencourt, Arthur Sá Ferreira, Leandro Alberto Calazans Nogueira	0014-0139	0	4.9	0.691	A1
Is the attenuation effect on the ankle muscles activity from the EMG biofeedback generalized to – or compensated by – other lower limb muscles during standing?	10.1016/j.jelekin.2022.102721	http://dx.doi.org/10.1016/j.jelekin.2022.102721	1050-6411	Journal of Electromyography & Kinesiology	Fabio V Dos Anjos			2022	1669328803	0	0	0	0	12	0	8	0	8	0	12	6	FALSE	Fabio V Dos Anjos, Talita P Pinto, Giacinto L Cerone, Marco Gazzoni, Taian M Vieira	1050-6411	1	4.8	0.825	A4
Is the type of chronic pulmonary infection a determinant of lung function outcomes in adult patients with cystic fibrosis?	10.4081/monaldi.2012.145	http://dx.doi.org/10.4081/monaldi.2012.145	1122-0643	Monaldi Archives for Chest Disease	A.J. Lopes			2015	1647602728	0	0	0	0	1	0	1	0	1	0	14	1	TRUE	A.J. Lopes, T.T. Mafort, A. de Sá Ferreira, M.C. Santos de Castro, M. de Cássia Firmida, E. de Andrade Marques	1122-0643	0	3.0	0.361	B1
Is there an association between postural balance and pulmonary function in adults with asthma?	10.6061/clinics/2013(11)07	http://dx.doi.org/10.6061/clinics/2013(11)07	1807-5932	Clinics	Vívian Pinto de Almeida			2013	1656196227	1	0	0	1	5	0	3	0	5	0	84	12	TRUE	Vívian Pinto de Almeida, Fernando Silva Guimarães, Vanessa Joaquim Ribeiro Moço, Arthur de Sá Ferreira, Sara Lucia Silveira de Menezes, Agnaldo José Lopes	1807-5932	10	3.5	0.535	A4
Ischemic Preconditioning and Placebo Intervention Improves Resistance Exercise Performance	10.1519/jsc.0000000000001232	http://dx.doi.org/10.1519/jsc.0000000000001232	1064-8011	Journal of Strength & Conditioning Research	Moacir Marocolo			2016	1554812642	0	0	0	0	2	0	2	0	2	0	146	1	FALSE	Moacir Marocolo, Jeffrey M. Willardson, Isabela C. Marocolo, Gustavo Ribeiro da Mota, Roberto Simão, Alex S. Maior	1064-8011	49	6.8	1.141	A2
Kinematic evaluation of patients with chronic obstructive pulmonary disease during the 6-min walk test	10.1016/j.jbmt.2021.01.005	http://dx.doi.org/10.1016/j.jbmt.2021.01.005	1360-8592	Journal of Bodywork & Movement Therapies	Nathália Alves Oliveira Saraiva			2021	1648633799	0	0	0	0	8	0	4	0	4	0	25	3	FALSE	Nathália Alves Oliveira Saraiva, Arthur Sá Ferreira, Jannis Vasileios Papathanasiou, Fernando Silva Guimarães, Agnaldo José Lopes	1360-8592	2	2.5	0.48	A2
Kinematic Mapping Reveals Different Spatial Distributions of Center of Pressure High-Speed Regions Under Somatosensory Loss	10.1080/00222895.2014.916651	http://dx.doi.org/10.1080/00222895.2014.916651	0022-2895	Journal of Motor Behavior	Fellipe M. Portela			2014	1649954855	0	0	0	0	2	0	2	0	2	0	33	2	FALSE	Fellipe M. Portela, Arthur S. Ferreira	0022-2895	3	2.7	0.441	A4
Knee proprioceptive function and physical performance of patients with patellofemoral pain: A matched case-control study	10.1016/j.knee.2021.08.031	http://dx.doi.org/10.1016/j.knee.2021.08.031	0968-0160	Knee	Vanessa Knust Coelho			2021	1632876618	0	0	0	0	7	0	7	0	7	0	36	4	FALSE	Vanessa Knust Coelho, Bruno Senos Queiroz Gomes, Thiago Jambo Alves Lopes, Leticia Amaral Corrêa, Gustavo Felicio Telles, Leandro Alberto Calazans Nogueira	0968-0160	9	3.7	0.839	A2
Lack of confidence in the lower limb: Cognitive Functional Therapy (CFT) for a unilateral loading impairment in chronic non-specific low back pain. Case report	10.1016/j.math.2016.02.007	http://dx.doi.org/10.1016/j.math.2016.02.007	2468-8630	Musculoskeletal Science and Practice	Ney Meziat Filho			2016	1460112095	0	0	0	0	1	0	1	0	1	0	153	1	FALSE	Ney Meziat Filho, Roberta Mendonça, Leandro Alberto Calazans Nogueira	2468-8630	5	3.9	0.755	A2
Letter to the Editor concerning “Neck pain associated with smartphone overuse: cross-sectional report of a cohort study among office workers” by Derakhshanrad N, et al. (Eur Spine J. 2020 doi: 10.1007/s00586-020-06640-z)	10.1007/s00586-022-07323-7	http://dx.doi.org/10.1007/s00586-022-07323-7	0940-6719	European Spine Journal	Igor Macedo Tavares Correia			2022	1659004875	0	0	0	0	18	0	16	0	16	0	8	11	FALSE	Igor Macedo Tavares Correia, Tatiana Grasser, Ney Meziat-Filho	0940-6719	1	4.7	1.042	A1
Letter to the editor concerning the article: Scapular exercise combined with cognitive functional therapy is more effective at reducing chronic neck pain and kinesiophobia than scapular exercise alone: A randomized controlled trial	10.1177/0269215520967940	http://dx.doi.org/10.1177/0269215520967940	0269-2155	Clinical Rehabilitation	Julia Castro			2020	1604503897	0	0	0	0	1	0	1	0	1	0	26	1	FALSE	Julia Castro, Luciana C Lunkes, Michele Menezes, Ney Meziat-Filho	0269-2155	0	5.7	0.949	A1
Letter to the Editor Concerning the Article: The Determination of the Efficacy of Neural Therapy in Conservative Treatment-resistant Patients With Chronic Low Back Pain	10.1097/brs.0000000000004238	http://dx.doi.org/10.1097/brs.0000000000004238	0362-2436	Spine	Gabriel Farhat			2021	1633361308	0	0	0	0	2	0	2	0	2	0	4	2	TRUE	Gabriel Farhat, Felipe José Jandre Reis, Ney Meziat-Filho	0362-2436	0	5.7	1.221	A1
Locating the Seventh Cervical Spinous Process: Accuracy of the Thorax-Rib Static Method and the Effects of Clinical Data on Its Performance	10.1016/j.jmpt.2016.10.011	http://dx.doi.org/10.1016/j.jmpt.2016.10.011	0161-4754	Journal of Manipulative & Physiological Therapeutics	Ana Paula A. Ferreira			2016	1645661909	1	0	0	0	3	0	2	0	3	0	28	2	FALSE	Ana Paula A. Ferreira, Luciana C. Póvoa, José F.C. Zanier, Arthur S. Ferreira	0161-4754	7	2.5	0.419	A2
Locating the Seventh Cervical Spinous Process: Development and Validation of a Multivariate Model Using Palpation and Personal Information	10.1016/j.jmpt.2016.10.012	http://dx.doi.org/10.1016/j.jmpt.2016.10.012	0161-4754	Journal of Manipulative & Physiological Therapeutics	Ana Paula A. Ferreira			2016	1645785227	0	0	0	0	1	0	1	0	1	0	22	1	FALSE	Ana Paula A. Ferreira, Luciana C. Póvoa, José F.C. Zanier, Arthur S. Ferreira	0161-4754	5	2.5	0.419	A2
Long-term pulmonary rehabilitation progressively reduces hospitalizations and mortality in patients with severe COPD: a 5-year follow-up.	10.23736/s1973-9087.21.06279-1	http://dx.doi.org/10.23736/s1973-9087.21.06279-1	1973-9087	European Journal of Physical and Rehabilitation Medicine	Luis F Reis			2021	1648579666	0	0	0	0	17	0	17	0	17	0	9	10	FALSE	Luis F Reis, Fernando S Guimarães, Agnaldo J Lopes, Sara L Menezes, Antônio G Pacheco, Fernanda C Mello	1973-9087	2	7.3	0.955	A2
Lower limb amputees undergo long-distance plasticity in sensorimotor functional connectivity	10.1038/s41598-019-39696-z	http://dx.doi.org/10.1038/s41598-019-39696-z	2045-2322	Scientific Reports	Ivanei E. Bramati			2019	1706929473	2	1	0	8	20	0	7	0	18	0	123	70	TRUE	Ivanei E. Bramati, Erika C. Rodrigues, Elington L. Simões, Bruno Melo, Sebastian Höfle, Jorge Moll, Roberto Lent, Fernanda Tovar-Moll	2045-2322	28	7.5	0.9	A1
Lower limb joint alignment and postural control in elderly women	10.5007/1980-0037.2014v16n3p287	http://dx.doi.org/10.5007/1980-0037.2014v16n3p287	1415-8426	Revista Brasileira de Cineantropometria e Desempenho Humano	Míriam Raquel Meira Mainenti			2014	1649329467	0	0	0	0	4	0	4	0	4	0	5	3	TRUE	Míriam Raquel Meira Mainenti, Erika de Carvalho Rodrigues, Raíssa Christina Mendes de Sousa, Dalila Terrinha Ribeiro da Silva, Arthur de Sá Ferreira	1415-8426	2	1.3	0.274	B1
Lower limb muscle fatigability is not associated with changes in movement strategies for balance control in the upright stance	10.1016/j.humov.2020.102588	http://dx.doi.org/10.1016/j.humov.2020.102588	0167-9457	Human Movement Science	Patricia Sant'Anna do Carmo Aprigio			2020	1642500240	0	0	0	0	2	0	1	0	1	0	37	1	FALSE	Patricia Sant'Anna do Carmo Aprigio, Igor Ramathur Telles de Jesus, Carla Porto, Thiago Lemos, Arthur de Sá Ferreira	0167-9457	4	4.3	0.628	A3
Lower limb muscle strength is associated with functional performance and quality of life in patients with systemic sclerosis	10.1590/bjpt-rbf.2014.0084	http://dx.doi.org/10.1590/bjpt-rbf.2014.0084	0211-5638	Fisioterapia : organo de la Asociacion Espanola de Fisioterapia.	Tatiana R L Lima			2015	1428982481	0	0	0	0	3	0	3	0	3	0	76	3	TRUE	Tatiana R L Lima, Fernando S Guimarães, Mara N Carvalho, Thaís L M Sousa, Sara L S Menezes, Agnaldo J Lopes	0211-5638	32	0.4	0.138	B2
Lower-limb muscle strength, static and dynamic postural stabilities, risk of falling and fear of falling in polio survivors and healthy subjects	10.1080/09593985.2018.1512178	http://dx.doi.org/10.1080/09593985.2018.1512178	0959-3985	Physiotherapy Theory & Practice	Thaiana Santos Galvão			2018	1645439708	0	0	0	0	5	0	4	0	4	0	34	3	FALSE	Thaiana Santos Galvão, Egídio Sabino Magalhães Júnior, Marco Antonio Orsini Neves, Arthur de Sá Ferreira	0959-3985	4	3.1	0.561	A4
Maximal repetition performance, rating of perceived exertion, and muscle fatigue during paired set training performed with different rest intervals	10.1016/j.jesf.2015.08.002	http://dx.doi.org/10.1016/j.jesf.2015.08.002	1728-869X	Journal of Exercise Science & Fitness	Marianna de Freitas Maia			2015	1677534033	1	0	0	0	11	0	7	1	11	2	93	8	TRUE	Marianna de Freitas Maia, Gabriel Andrade Paz, Humberto Miranda, Vicente Lima, Claudio Melibeu Bentes, Jefferson da Silva Novaes, Patrícia dos Santos Vigário, Jeffrey Michael Willardson	1728-869X	6	5.1	0.743	A4
Measuring the Pain Area: An Intra‐ and Inter‐Rater Reliability Study Using Image Analysis Software	10.1111/papr.12262	http://dx.doi.org/10.1111/papr.12262	1530-7085	Pain Practice	Felipe Jose Jandre Dos Reis			2014	1506746727	0	0	0	0	2	0	2	0	2	0	81	1	FALSE	Felipe Jose Jandre Dos Reis, Veronica de Barros E Silva, Raphaela Nunes de Lucena, Bruno Alexandre Mendes Cardoso, Leandro Calazans Nogueira	1530-7085	28	5.4	0.679	A2
Mediation Analysis in Manual Therapy Research	10.1016/j.jcm.2022.04.007	http://dx.doi.org/10.1016/j.jcm.2022.04.007	1556-3707	Journal of chiropractic medicine (Print)	Thiago da Silva Rocha Paz			2022	1660210170	0	0	0	0	12	0	8	0	8	0	5	5	TRUE	Thiago da Silva Rocha Paz, Pedro Teixeira Vidinha Rodrigues, Bruno Moreira Silva, Arthur de Sá Ferreira, Leandro Alberto Calazans Nogueira	1556-3707	1	1.4	0.302	A1
Meditation for adults with non-specific low back pain: a systematic review and meta-analysis	10.1515/sjpain-2021-0096	http://dx.doi.org/10.1515/sjpain-2021-0096	1877-8860	Scandinavian Journal of Pain	Larissa O. Soares			2021	1647363620	0	0	0	0	20	0	18	0	18	0	36	11	FALSE	Larissa O. Soares, Giovanni E. Ferreira, Leonardo O. P. Costa, Leandro C. Nogueira, Ney Meziat-Filho, Felipe J. J. Reis	1877-8860	6	2.9	0.585	A3
Melatonin administration attenuates acute stress by inducing sleep state in zebrafish (Danio rerio)	10.1016/j.cbpc.2021.109044	http://dx.doi.org/10.1016/j.cbpc.2021.109044	1532-0456	Comparative Biochemistry & Physiology Part C: Toxicology & Pharmacology	Luciana Crepaldi Lunkes			2021	1618156283	0	0	0	0	2	0	2	0	2	0	31	1	TRUE	Luciana Crepaldi Lunkes, Isadora Marques Paiva, Renata Catão Egger, Weslley Fernandes Braga, Jacqueline Isaura Alvarez-Leite, André Rodrigues da Cunha Barreto-Vianna, Luis David Solis Murgas	1532-0456	7	6.8	0.941	A1
Minimal-Resource Home Exercise Program Improves Activities of Daily Living, Perceived Health Status, and Shortness of Breath in Individuals with COPD Stages GOLD II to IV	10.1080/15412555.2023.2253907	http://dx.doi.org/10.1080/15412555.2023.2253907	1541-2555	COPD: Journal of Chronic Obstructive Pulmonary Disease	Vanessa Joaquim Ribeiro Moço			2023	1699412911	0	0	0	0	3	0	3	0	3	0	13	3	TRUE	Vanessa Joaquim Ribeiro Moço, Aline Almeida Gulart, Agnaldo José Lopes, Arthur de Sá Ferreira, Luis Felipe da Fonseca Reis	1541-2555	2	3.5	0.665	A3
Mixed circuit training acutely reduces arterial stiffness in patients with chronic stroke: a crossover randomized controlled trial	10.1007/s00421-022-05061-8	http://dx.doi.org/10.1007/s00421-022-05061-8	1439-6319	European Journal of Applied Physiology	André C. Michalski			2022	1672927954	0	0	0	0	7	0	6	0	6	0	18	4	FALSE	André C. Michalski, Arthur S. Ferreira, Adrian W. Midgley, Victor A. B. Costa, Guilherme F. Fonseca, Nádia S. L. da Silva, Juliana Borges, Sandra A. Billinger, Felipe A. Cunha	1439-6319	0	5.8	1.016	A2
Modulation of tibialis anterior muscle activity changes with upright stance width	10.1016/j.jelekin.2014.07.009	http://dx.doi.org/10.1016/j.jelekin.2014.07.009	1050-6411	Journal of Electromyography & Kinesiology	Thiago Lemos			2014	1422967024	1	0	0	0	5	0	2	0	3	0	66	2	FALSE	Thiago Lemos, Luís A. Imbiriba, Claudia D. Vargas, Taian M. Vieira	1050-6411	18	4.8	0.825	A4
Motor cortex tDCS does not improve strength performance in healthy subjects	10.1590/s1980-65742015000200009	http://dx.doi.org/10.1590/s1980-65742015000200009	1415-9805	Motriz: Revista de Educação Física	Rafael Montenegro			2015	1438085325	0	0	0	0	1	0	1	0	1	0	89	1	TRUE	Rafael Montenegro, Alexandre Okano, Jonas Gurgel, Flávia Porto, Felipe Cunha, Renato Massaferri, Paulo Farinatti	1415-9805	24	0.9	0.199	B1
Motor imagery modulation of body sway is task-dependent and relies on imagery ability	10.3389/fnhum.2014.00290	http://dx.doi.org/10.3389/fnhum.2014.00290	1662-5161	Frontiers in Human Neuroscience	Thiago Lemos			2014	1400665314	0	0	0	0	2	0	2	0	2	0	53	2	TRUE	Thiago Lemos, Nélio S. Souza, Carlos H. R. Horsczaruk, Anaelli A. Nogueira-Campos, Laura A. S. de Oliveira, Claudia D. Vargas, Erika C. Rodrigues	1662-5161	14	4.4	0.787	A2
Motor imagery modulation of postural sway is accompanied by changes in the EMG–COP association	10.1016/j.neulet.2014.06.019	http://dx.doi.org/10.1016/j.neulet.2014.06.019	0304-3940	Neuroscience Letters	Thiago Lemos			2014	1402886549	0	0	0	0	1	0	1	0	1	0	42	1	FALSE	Thiago Lemos, Erika C. Rodrigues, Claudia D. Vargas	0304-3940	5	5.9	0.745	B1
Motor planning of goal-directed action is tuned by the emotional valence of the stimulus: a kinematic study	10.1038/srep28780	http://dx.doi.org/10.1038/srep28780	2045-2322	Scientific Reports	P. O. Esteves			2016	1467385915	0	0	0	0	1	0	1	0	1	0	52	1	TRUE	P. O. Esteves, L. A. S. Oliveira, A. A. Nogueira-Campos, G. Saunier, T. Pozzo, J. M. Oliveira, E. C. Rodrigues, E. Volchan, C. D. Vargas	2045-2322	22	7.5	0.9	A1
Multiple Sclerosis does not affect the muscular strength of the pelvic floor during pregnancy a case control study.	10.1016/j.msard.2021.102746	http://dx.doi.org/10.1016/j.msard.2021.102746	2211-0348	Multiple Sclerosis and Related Disorders	Gisele Alexandre Lourenço			2021	1612093865	0	0	0	0	2	0	2	0	2	0	34	2	FALSE	Gisele Alexandre Lourenço, Leandro Alberto Calazans Nogueira, Regina Rocco, Yara Dadalti Fragoso, Soniza Vieira Alves-Leon	2211-0348	3	5.6	0.99	A4
Muscle dysfunction is associated with poorer health-related quality of life in adults with sickle cell anaemia	10.3233/bmr-171027	http://dx.doi.org/10.3233/bmr-171027	1053-8127	Journal of Back & Musculoskeletal Rehabilitation	Carlos Eduardo Amaral Gonçalves			2019	1532516775	0	0	0	0	1	0	1	0	1	0	62	1	FALSE	Carlos Eduardo Amaral Gonçalves, Priscila Oliveira Silva, Mauricio Santos Soares, Priscila Santos Bunn, Carla Martins Araujo Lima, Agnaldo José Lopes	1053-8127	7	2.4	0.459	A4
Muscle function in women with systemic sclerosis: Association with fatigue and general physical function	10.1016/j.clinbiomech.2017.05.011	http://dx.doi.org/10.1016/j.clinbiomech.2017.05.011	0268-0033	Clinical Biomechanics	Amanda Cristina Justo			2017	1646562664	0	0	0	0	1	0	1	0	1	0	76	1	FALSE	Amanda Cristina Justo, Fernando Silva Guimarães, Arthur Sá Ferreira, Mauricio Santos Soares, Priscila Santos Bunn, Agnaldo José Lopes	0268-0033	16	3.7	0.52	A3
Muscle strength analysis of hip and knee stabilizers in individuals with Patellofemoral Pain Syndrome	10.590/1809-2950/11903021042014	http://dx.doi.org/10.590/1809-2950/11903021042014	1809-2950	Fisioterapia e Pesquisa	Letícia Villani de Oliveira			2014	1436108583	1	0	0	0	1	0	0	0	1	0	12	1	FALSE	Letícia Villani de Oliveira, Marcelo Camargo Saad, Lilian Ramiro Felício, Débora Bevilaqua Grossi	1809-2950	NA	NA	NA	B1
Muscular weakness represents the main limiting factor of walk, functional independence and quality of life of myelopathy patients associated to HTLV-1	10.1590/0004-282x20160019	http://dx.doi.org/10.1590/0004-282x20160019	0004-282X	Arquivos de Neuro-Psiquiatria	Renata Costa Caiafa			2016	1490649360	1	0	0	0	2	0	1	0	2	0	85	1	TRUE	Renata Costa Caiafa, Marco Orsini, Lilian R. Felicio, Marzia Puccioni-Sohler	0004-282X	15	2.1	0.341	B2
Musculoskeletal Injury Prevalence, Pain Perception, and Physical Activity Level Among Brazilian Strength and Cross-Training Practitioners	10.1177/00315125231182725	http://dx.doi.org/10.1177/00315125231182725	0031-5125	Perceptual and Motor Skills	Olga Thainá Mendes de Carvalho			2023	1695693199	0	0	0	0	2	0	2	0	2	0	11	1	FALSE	Olga Thainá Mendes de Carvalho, Bruna Augusta Alves da Silva, Victor Gonçalves Corrêa Neto, Jason B. Winchester, Silvio Rodrigues Marques Neto, Andressa Silva, Alexsandro Oliveira, Fábio Feitosa, Jefferson da Silva Novaes, Estêvão Rios Monteiro	0031-5125	0	2.8	0.557	B1
Musculoskeletal Pain and Musical Performance in First and Second Violinists of Professional Youth Chamber Orchestras: A Comparative Study.	10.21091/mppa.2021.4029	http://dx.doi.org/10.21091/mppa.2021.4029	0885-1158	Medical Problems of Performing Artists	Ari C Vilela			2021	1641898512	0	0	0	0	1	0	1	0	1	0	15	1	FALSE	Ari C Vilela, Leandro Ac Nogueira, Arthur S Ferreira, Frederico B Kochem, Renato S Almeida	0885-1158	3	1.4	0.317	A2
Neck Pain Associated With a Bony Metastatic Tumor.	10.2519/jospt.2017.6135	http://dx.doi.org/10.2519/jospt.2017.6135	0190-6011	Journal of Orthopaedic & Sports Physical Therapy	Maria Alice Mainenti Pagnez			2017	1500557163	1	0	0	0	4	0	3	0	4	0	36	2	FALSE	Maria Alice Mainenti Pagnez, Leandro Calazans Nogueira, James M Elliott	0190-6011	0	8.0	1.431	A1
Neural management plus advice to stay active on clinical measures and sciatic neurodynamic for patients with chronic sciatica: Study protocol for a controlled randomised clinical trial	10.1371/journal.pone.0263152	http://dx.doi.org/10.1371/journal.pone.0263152	1932-6203	PLOS ONE	Leticia Amaral Corrêa			2022	1664270763	0	0	0	0	13	0	9	0	9	0	114	6	TRUE	Leticia Amaral Corrêa, Juliana Valentim Bittencourt, Maria Alice Mainenti Pagnez, Stephanie Mathieson, Bruno Tirotti Saragiotto, Gustavo Felicio Telles, Ney Meziat-Filho, Leandro Alberto Calazans Nogueira	1932-6203	2	6.0	0.839	A1
Neuromuscular and Functional Responses Among Males Trained with Free Weights vs. Machines: Implications for Injury Prevention	10.47206/ijsc.v3i1.125	http://dx.doi.org/10.47206/ijsc.v3i1.125	2634-2235	International Journal of Strength and Conditioning	Alex Souto Maior			2023	1693116021	0	0	0	0	1	0	1	0	1	0	4	1	TRUE	Alex Souto Maior, Marco Leandro Martins de Assis	2634-2235	0	NA	NA	NA
Neuropathic-like symptoms and central sensitization related signs and symptoms negatively affect the functional performance of patients with knee osteoarthritis – a cross-sectional study	10.1016/j.ocarto.2023.100358	http://dx.doi.org/10.1016/j.ocarto.2023.100358	2665-9131	Osteoarthritis and Cartilage Open	Enrico Seixas Goldoni			2023	1681485599	0	0	0	0	4	0	3	0	3	0	15	2	TRUE	Enrico Seixas Goldoni, Juliana Valentim Bittencourt, Lanucia Ranhol do Espirito Santo, Eduardo Branco de Sousa, José Leonardo Rocha de Faria, Dângelo José de Andrade Alexandre, Leandro Alberto Calazans Nogueira	2665-9131	0	NA	0.625	NA
Neurovascular and hemodynamic responses to mental stress and exercise in severe COVID-19 survivors	10.1152/ajpregu.00111.2023	http://dx.doi.org/10.1152/ajpregu.00111.2023	0363-6119	American Journal of Physiology: Regulatory, Integrative & Comparative Physiology	Diego Faria			2023	1698933603	0	0	0	0	15	0	10	0	10	0	11	6	TRUE	Diego Faria, Renata Moll-Bernardes, Laura Testa, Camila M V Moniz, Erika C Rodrigues, Jose M Mota, Francis R Souza, Maria Janieire N N Alves, Bruna E Ono, João E Izaias, Artur O Sales, Thais S Rodrigues, Vera M C Salemi, Camila P Jordão, Katia De Angelis, Daniel H Craighead, Matthew J Rossman, Luiz A Bortolotto, Fernanda M Consolim-Colombo, Maria C C Irigoyen, Douglas R Seals, Carlos E Negrão, Allan R K Sales	0363-6119	4	5.3	0.904	A2
Nitrogen single-breath washout test for evaluating exercise tolerance and quality of life in patients with chronic obstructive pulmonary disease	10.1590/1414-431x20177059	http://dx.doi.org/10.1590/1414-431x20177059	0100-879X	Brazilian Journal of Medical and Biological Research	C.A.L. Deus			2018	1519682140	0	0	0	0	1	0	1	0	1	0	57	1	TRUE	C.A.L. Deus, P.S. Vigário, F.S. Guimarães, A.J. Lopes	0100-879X	4	4.5	0.492	A3
Obesity: systemic and pulmonary complications, biochemical abnormalities, and impairment of lung function	10.1186/s40248-016-0066-z	http://dx.doi.org/10.1186/s40248-016-0066-z	1828-695X	Multidisciplinary Respiratory Medicine	Thiago Thomaz Mafort			2016	1713161529	1	1	0	9	71	0	54	2	67	0	377	119	TRUE	Thiago Thomaz Mafort, Rogério Rufino, Cláudia Henrique Costa, Agnaldo José Lopes	1828-695X	181	5.0	0.617	A4
Observatório	10.5281/zenodo.8322622	http://dx.doi.org/10.5281/zenodo.8322622			Arthur de Sá Ferreira			2023	1694482950	0	0	0	0	4	0	4	0	4	0	0	3	FALSE	Arthur de Sá Ferreira		NA	NA	NA	NA
Observing Grasping Actions Directed to Emotion-Laden Objects: Effects upon Corticospinal Excitability	10.3389/fnhum.2016.00434	http://dx.doi.org/10.3389/fnhum.2016.00434	1662-5161	Frontiers in Human Neuroscience	Anaelli A. Nogueira-Campos			2016	1477088684	0	0	0	0	3	0	1	0	3	0	37	4	TRUE	Anaelli A. Nogueira-Campos, Ghislain Saunier, Valeria Della-Maggiore, Laura A. S. De Oliveira, Erika C. Rodrigues, Claudia D. Vargas	1662-5161	8	4.4	0.787	A2
On the Respiratory Mechanics Measured by Forced Oscillation Technique in Patients with Systemic Sclerosis	10.1371/journal.pone.0061657	http://dx.doi.org/10.1371/journal.pone.0061657	1932-6203	PLOS ONE	Ingrid Almeida Miranda			2013	1367214771	1	0	0	0	1	0	0	0	1	0	27	1	TRUE	Ingrid Almeida Miranda, Alvaro Camilo Dias Faria, Agnaldo José Lopes, José Manoel Jansen, Pedro Lopes de Melo	1932-6203	24	6.0	0.839	A1
One Session of Spinal Manipulation Improves the Cardiac Autonomic Control in Patients with Musculoskeletal Pain	10.1097/brs.0000000000003962	http://dx.doi.org/10.1097/brs.0000000000003962	0362-2436	Spine	Pedro Teixeira Vidinha Rodrigues			2021	1631201238	4	0	0	0	36	0	24	0	28	0	47	16	FALSE	Pedro Teixeira Vidinha Rodrigues, Leticia Amaral Corrêa, Felipe José Jandre Reis, Ney Armando Meziat-Filho, Bruno Moreira Silva, Leandro Alberto Calazans Nogueira	0362-2436	7	5.7	1.221	A1
Optimal bipolar system positioning to provide information about the trapezius activity associated with scapular retraction during shoulder exercises for resistance training	10.1088/1361-6579/ac96cc	http://dx.doi.org/10.1088/1361-6579/ac96cc	0967-3334	Physiological Measurement	F V Dos Anjos			2022	1668265293	0	0	0	0	9	0	9	0	9	0	15	7	FALSE	F V Dos Anjos, G Boccia, P R Brustio, A Rainoldi, M Gazzoni	0967-3334	0	5.7	0.544	A3
Osteopathy and physiotherapy compared to physiotherapy alone on fatigue in long COVID: Study protocol for a pragmatic randomized controlled superiority trial	10.1016/j.ijosm.2022.04.004	http://dx.doi.org/10.1016/j.ijosm.2022.04.004	1746-0689	International Journal of Osteopathic Medicine	Ana Christina Certain Curi			2022	1682334070	0	1	0	0	70	1	54	0	57	0	114	45	TRUE	Ana Christina Certain Curi, Ana Paula Antunes Ferreira, Leandro Alberto Calazans Nogueira, Ney Armando Mello Meziat Filho, Arthur Sá Ferreira	1746-0689	3	1.9	0.274	A3
Overview of Curricula About Pain in Physical Therapist Education Programs in Brazil: A Faculty Survey	10.1093/ptj/pzy091	http://dx.doi.org/10.1093/ptj/pzy091	0031-9023	Physical Therapy	Jéssica S Venturine			2018	1560518706	3	0	0	0	42	0	28	0	31	0	65	19	TRUE	Jéssica S Venturine, Gabriel M T Pires, Monique L Pereira, Michelle G M Monteiro, Ney Meziat-Filho, Leandro C Nogueira, Felipe J J Reis	0031-9023	6	5.3	1.193	A1
Pain Characteristics and Their Relationship With Motor Dysfunction in Individuals With Parkinson Disease—A Cross‐Sectional Study	10.1111/papr.12803	http://dx.doi.org/10.1111/papr.12803	1530-7085	Pain Practice	Danielle C. de Mattos			2019	1560050077	0	0	0	0	2	0	2	0	2	0	53	1	FALSE	Danielle C. de Mattos, Ney A. Meziat Filho, Carla A. Pedron, Luiz F. Vasconcellos, Leandro A. C. Nogueira, Laura Alice Santos de Oliveira	1530-7085	15	5.4	0.679	A2
Pain in COVID-19 patients: A call to action for physical therapists to provide pain management after an episode of COVID-19	10.1016/j.bjpt.2021.06.003	http://dx.doi.org/10.1016/j.bjpt.2021.06.003	0211-5638	Fisioterapia : organo de la Asociacion Espanola de Fisioterapia.	Juliana Valentim Bittencourt			2021	1651779375	1	0	0	0	7	0	5	0	7	0	30	7	TRUE	Juliana Valentim Bittencourt, Felipe José Jandre Reis, Leandro Alberto Calazans Nogueira	0211-5638	3	0.4	0.138	B2
Pain-related interference and pain-related psychosocial factors of three different subgroups of patients with chronic low back pain	10.1016/j.msksp.2023.102718	http://dx.doi.org/10.1016/j.msksp.2023.102718	2468-8630	Musculoskeletal Science and Practice	Leticia Amaral Corrêa			2023	1674518019	0	0	0	0	14	0	7	0	7	0	13	5	FALSE	Leticia Amaral Corrêa, Juliana Valentim Bittencourt, Stephanie Mathieson, Leandro Alberto Calazans Nogueira	2468-8630	1	3.9	0.755	A2
