title	doi	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis
Influence of Different Treadmill Inclinations on V̇o 2max and Ventilatory Thresholds During Maximal Ramp Protocols	10.1519/jsc.0000000000002670	http://dx.doi.org/10.1519/jsc.0000000000002670	1064-8011	Journal of Strength & Conditioning Research	Sidney C. Silva			2021	1611623528	0	0	0	0	8	0	7	0	7	0	16	4	FALSE	Sidney C. Silva, Walace D. Monteiro, Felipe A. Cunha, Paulo Farinatti	1064-8011	1	6.8	1.3	A2
Influence of exercises on patellar height in women with patellofemoral pain syndrome	10.1590/1413-78522014220200748	http://dx.doi.org/10.1590/1413-78522014220200748	1413-7852	Acta Ortopédica Brasileira	Lilian Ramiro Felicio			2014	1480360140	1	0	0	0	2	0	1	0	2	0	32	1	TRUE	Lilian Ramiro Felicio, Ana Claudia Spechoto Camargo, Augusto do Prado Baffa, Débora Bevilaqua-Grossi	1413-7852	4	1.0	0.286	B1
Influence of low intensity laser therapy (AsGa) on the cicatrization process of mechanic tendon injury in wistar rats	10.1134/s1054660x12090083	http://dx.doi.org/10.1134/s1054660x12090083	1054-660X	Laser Physics	J. G. M. Lima			2012	1659526605	0	0	0	0	1	0	1	0	1	0	6	1	FALSE	J. G. M. Lima, G. R. Oliveira Filho, M. T. B. R. M. Lima, A. S. Ferreira, J. G. Silva	1054-660X	4	2.9	0.315	A4
Influence of upper-body exercise order on hormonal responses in trained men	10.1139/apnm-2012-0040	http://dx.doi.org/10.1139/apnm-2012-0040	1715-5312	Applied Physiology, Nutrition, and Metabolism	Roberto Simão			2013	1370873624	4	0	0	0	15	0	9	0	13	0	69	9	TRUE	Roberto Simão, Richard Diego Leite, Guilherme Fleury Fina Speretta, Alex Souto Maior, Belmiro Freitas de Salles, Tácito Pessoa de Souza Junior, Jakob L. Vingren, Jeffrey M. Willardson	1715-5312	9	5.4	0.857	A3
Influência da morfologia de pés e joelhos no equilíbrio durante apoio bipodal	10.1590/s0103-51502010000200003	http://dx.doi.org/10.1590/s0103-51502010000200003	0103-5150	Fisioterapia em Movimento	Arthur de Sá Ferreira			2010	1667916363	0	0	0	0	1	0	1	0	1	0	21	1	TRUE	Arthur de Sá Ferreira, Nárrima de Souza Gave, Fabiana Abrahão, Julio Guilherme Silva	0103-5150	6	0.3	NA	B1
Inspiratory muscle training improves performance of a repeated sprints ability test in professional soccer players	10.1016/j.jbmt.2019.01.016	http://dx.doi.org/10.1016/j.jbmt.2019.01.016	1360-8592	Journal of Bodywork & Movement Therapies	Rodrigo Luis Cavalcante Silva			2019	1669969853	1	0	0	0	7	0	6	0	7	0	89	5	FALSE	Rodrigo Luis Cavalcante Silva, Elliott Hall, Alex Souto Maior	1360-8592	8	2.5	0.404	A2
Inspirometria de incentivo e breath stacking: repercussões sobre a capacidade inspiratória em indivíduos submetidos à cirurgia abdominal	10.1590/s1413-35552008000200004	http://dx.doi.org/10.1590/s1413-35552008000200004	1413-3555	Brazilian Journal of Physical Therapy	CM Dias			2008	1663956975	0	0	0	0	1	0	1	0	1	0	56	1	TRUE	CM Dias, TR Plácido, MFB Ferreira, FS Guimarães, SLS Menezes	1413-3555	7	6.4	0.975	A2
Inter-expert agreement and similarity analysis of traditional diagnoses and acupuncture prescriptions in textbook- and pragmatic-based practices	10.1016/j.ctcp.2017.12.002	http://dx.doi.org/10.1016/j.ctcp.2017.12.002	1744-3881	Complementary Therapies in Clinical Practice	Danielle Terra Alvim			2018	1673008712	0	0	0	0	4	0	3	0	3	0	17	2	FALSE	Danielle Terra Alvim, Arthur Sá Ferreira	1744-3881	6	5.1	0.664	A3
Intervenção osteopática em idosos e o impacto na qualidade de vida	10.1590/s0103-51502011000300007	http://dx.doi.org/10.1590/s0103-51502011000300007	0103-5150	Fisioterapia em Movimento	Luciana Cid Povoa			2011	1661510876	1	0	0	0	2	0	1	0	2	0	55	1	TRUE	Luciana Cid Povoa, Fábio Kopp Vanuzzi, Ana Paula Antunes Ferreira, Arthur de Sá Ferreira	0103-5150	1	0.3	NA	B1
Intra-observer reliability in three-dimensional kinematic analysis of sacroiliac joint mobility	10.1589/jpts.27.1001	http://dx.doi.org/10.1589/jpts.27.1001	0915-5287	Journal of Physical Therapy Science	Thiago Rebello da Veiga			2015	1486595488	2	0	0	0	2	0	0	0	2	0	38	1	TRUE	Thiago Rebello da Veiga, André Custódio da Silva, Rodrigo Teixeira Gomes da Silva, Sandro Luiz Machado Carvalho, Marco Orsini, Júlio Guilherme Silva	0915-5287	3	NA	NA	C
Investigating the effect of a passive trunk exoskeleton on local discomfort, perceived effort and spatial distribution of back muscles activity	10.1080/00140139.2021.1928297	http://dx.doi.org/10.1080/00140139.2021.1928297	0014-0139	Ergonomics	Ambra Giustetto			2021	1650045433	0	0	0	0	11	0	10	0	10	0	30	8	FALSE	Ambra Giustetto, Fabio Vieira Dos Anjos, Francesca Gallo, Rossella Monferino, Giacinto Luigi Cerone, Massimo Di Pardo, Marco Gazzoni, Margherita Micheletti Cremasco	0014-0139	4	4.9	0.676	A1
Is heart rate variability affected by distinct motor imagery strategies?	10.1016/j.physbeh.2017.05.004	http://dx.doi.org/10.1016/j.physbeh.2017.05.004	0031-9384	Physiology & Behavior	Talita Peixoto Pinto			2017	1495277482	0	0	0	0	2	0	2	0	2	0	56	1	TRUE	Talita Peixoto Pinto, Maitê Mello Russo Ramos, Thiago Lemos, Claudia Domingues Vargas, Luis Aureliano Imbiriba	0031-9384	10	6.3	0.753	A2
Is it possible to discriminate workers with a higher prevalence of low back pain considering daily exposure time in a work-related lumbar posture? A diagnostic accuracy study	10.1080/00140139.2021.2001577	http://dx.doi.org/10.1080/00140139.2021.2001577	0014-0139	Ergonomics	Eduardo Gallas Leivas			2021	1655849811	0	0	0	0	22	0	17	0	17	0	13	10	FALSE	Eduardo Gallas Leivas, Juliana Valentim Bittencourt, Arthur Sá Ferreira, Leandro Alberto Calazans Nogueira	0014-0139	0	4.9	0.676	A1
Is postexercise hypotension a method‐dependent phenomenon in chronic stroke? A crossover randomized controlled trial	10.1111/cpf.12812	http://dx.doi.org/10.1111/cpf.12812	1475-0961	Clinical Physiology & Functional Imaging	Guilherme F. Fonseca			2023	1685663384	0	0	0	0	5	0	4	0	4	0	3	3	FALSE	Guilherme F. Fonseca, André C. Michalski, Arthur S. Ferreira, Victor A. B. Costa, Renato Massaferri, Paulo Farinatti, Felipe A. Cunha	1475-0961	0	3.9	0.5	A4
Is the attenuation effect on the ankle muscles activity from the EMG biofeedback generalized to – or compensated by – other lower limb muscles during standing?	10.1016/j.jelekin.2022.102721	http://dx.doi.org/10.1016/j.jelekin.2022.102721	1050-6411	Journal of Electromyography & Kinesiology	Fabio V dos Anjos			2022	1669328803	0	0	0	0	12	0	8	0	8	0	4	7	FALSE	Fabio V dos Anjos, Talita P Pinto, Giacinto L Cerone, Marco Gazzoni, Taian M Vieira	1050-6411	0	4.8	0.777	A4
Is the type of chronic pulmonary infection a determinant of lung function outcomes in adult patients with cystic fibrosis?	10.4081/monaldi.2012.145	http://dx.doi.org/10.4081/monaldi.2012.145	2532-5264	Monaldi archives for chest disease Archivio Monaldi per le malattie del torace	A.J. Lopes			2015	1647602728	0	0	0	0	1	0	1	0	1	0	14	1	TRUE	A.J. Lopes, T.T. Mafort, A. De SÃ¡ Ferreira, M.C. Santos de Castro, M. De CÃ¡ssia Firmida, E. De Andrade Marques	2532-5264	0	NA	0.36	NA
Is there an association between postural balance and pulmonary function in adults with asthma?	10.6061/clinics/2013(11)07	http://dx.doi.org/10.6061/clinics/2013(11)07	1807-5932	Clinics	Vívian Pinto de Almeida			2013	1656196227	1	0	0	1	5	0	3	0	5	0	78	12	TRUE	Vívian Pinto de Almeida, Fernando Silva Guimarães, Vanessa Joaquim Ribeiro Moço, Arthur de Sá Ferreira, Sara Lucia Silveira de Menezes, Agnaldo José Lopes	1807-5932	9	3.5	0.501	A4
Ischemic Preconditioning and Placebo Intervention Improves Resistance Exercise Performance	10.1519/jsc.0000000000001232	http://dx.doi.org/10.1519/jsc.0000000000001232	1064-8011	Journal of Strength & Conditioning Research	Moacir Marocolo			2016	1554812642	0	0	0	0	2	0	2	0	2	0	144	1	FALSE	Moacir Marocolo, Jeffrey M. Willardson, Isabela C. Marocolo, Gustavo Ribeiro da Mota, Roberto Simão, Alex S. Maior	1064-8011	49	6.8	1.3	A2
Kinematic evaluation of patients with chronic obstructive pulmonary disease during the 6-min walk test	10.1016/j.jbmt.2021.01.005	http://dx.doi.org/10.1016/j.jbmt.2021.01.005	1360-8592	Journal of Bodywork & Movement Therapies	Nathália Alves Oliveira Saraiva			2021	1648633799	0	0	0	0	8	0	4	0	4	0	17	3	FALSE	Nathália Alves Oliveira Saraiva, Arthur Sá Ferreira, Jannis Vasileios Papathanasiou, Fernando Silva Guimarães, Agnaldo José Lopes	1360-8592	2	2.5	0.404	A2
Kinematic Mapping Reveals Different Spatial Distributions of Center of Pressure High-Speed Regions Under Somatosensory Loss	10.1080/00222895.2014.916651	http://dx.doi.org/10.1080/00222895.2014.916651	0022-2895	Journal of Motor Behavior	Fellipe M. Portela			2014	1649954855	0	0	0	0	2	0	2	0	2	0	31	2	FALSE	Fellipe M. Portela, Arthur S. Ferreira	0022-2895	3	2.7	0.356	A4
Knee proprioceptive function and physical performance of patients with patellofemoral pain: A matched case-control study	10.1016/j.knee.2021.08.031	http://dx.doi.org/10.1016/j.knee.2021.08.031	0968-0160	Knee	Vanessa Knust Coelho			2021	1632876618	0	0	0	0	7	0	7	0	7	0	29	4	FALSE	Vanessa Knust Coelho, Bruno Senos Queiroz Gomes, Thiago Jambo Alves Lopes, Leticia Amaral Corrêa, Gustavo Felicio Telles, Leandro Alberto Calazans Nogueira	0968-0160	5	3.7	0.782	A2
Lack of confidence in the lower limb: Cognitive Functional Therapy (CFT) for a unilateral loading impairment in chronic non-specific low back pain. Case report	10.1016/j.math.2016.02.007	http://dx.doi.org/10.1016/j.math.2016.02.007	1356-689X	Manual Therapy	Ney Meziat Filho			2016	1460112095	0	0	0	0	1	0	1	0	1	0	142	1	FALSE	Ney Meziat Filho, Roberta Mendonça, Leandro Alberto Calazans Nogueira	1356-689X	5	NA	NA	A2
Letter to the Editor concerning “Neck pain associated with smartphone overuse: cross-sectional report of a cohort study among office workers” by Derakhshanrad N, et al. (Eur Spine J. 2020 doi: 10.1007/s00586-020-06640-z)	10.1007/s00586-022-07323-7	http://dx.doi.org/10.1007/s00586-022-07323-7	0940-6719	European Spine Journal	Igor Macedo Tavares Correia			2022	1659004875	0	0	0	0	18	0	16	0	16	0	2	11	FALSE	Igor Macedo Tavares Correia, Tatiana Grasser, Ney Meziat-Filho	0940-6719	1	4.7	0.942	A1
Letter to the editor concerning the article: Scapular exercise combined with cognitive functional therapy is more effective at reducing chronic neck pain and kinesiophobia than scapular exercise alone: A randomized controlled trial	10.1177/0269215520967940	http://dx.doi.org/10.1177/0269215520967940	0269-2155	Clinical Rehabilitation	Julia Castro			2020	1604503897	0	0	0	0	1	0	1	0	1	0	20	1	FALSE	Julia Castro, Luciana C Lunkes, Michele Menezes, Ney Meziat-Filho	0269-2155	0	5.7	0.874	A1
Locating the Seventh Cervical Spinous Process: Accuracy of the Thorax-Rib Static Method and the Effects of Clinical Data on Its Performance	10.1016/j.jmpt.2016.10.011	http://dx.doi.org/10.1016/j.jmpt.2016.10.011	0161-4754	Journal of Manipulative & Physiological Therapeutics	Ana Paula A. Ferreira			2017	1645661909	1	0	0	0	3	0	2	0	3	0	27	2	FALSE	Ana Paula A. Ferreira, Luciana C. Póvoa, José F.C. Zanier, Arthur S. Ferreira	0161-4754	6	2.5	0.454	A2
Locating the Seventh Cervical Spinous Process: Development and Validation of a Multivariate Model Using Palpation and Personal Information	10.1016/j.jmpt.2016.10.012	http://dx.doi.org/10.1016/j.jmpt.2016.10.012	0161-4754	Journal of Manipulative & Physiological Therapeutics	Ana Paula A. Ferreira			2017	1645785227	0	0	0	0	1	0	1	0	1	0	20	1	FALSE	Ana Paula A. Ferreira, Luciana C. Póvoa, José F.C. Zanier, Arthur S. Ferreira	0161-4754	4	2.5	0.454	A2
Long-term pulmonary rehabilitation progressively reduces hospitalizations and mortality in patients with severe COPD: a 5-year follow-up	10.23736/s1973-9087.21.06279-1	http://dx.doi.org/10.23736/s1973-9087.21.06279-1	1973-9087	European Journal of Physical and Rehabilitation Medicine	Luis F. REIS			2021	1648579666	0	0	0	0	18	0	18	0	18	0	6	11	FALSE	Luis F. REIS, Fernando S. GUIMARÃES, Agnaldo J. LOPES, Sara L. MENEZES, Antônio G. PACHECO, Fernanda C. MELLO	1973-9087	1	7.3	1.019	A2
Low-level laser therapy in secondary lymphedema after breast cancer: systematic review	10.1007/s10103-012-1240-y	http://dx.doi.org/10.1007/s10103-012-1240-y	0268-8921	Lasers in Medical Science	Mariana Toledo Biscaia Raposo Mourã e Lima			2012	1355252511	0	0	0	0	1	0	1	0	1	0	72	1	FALSE	Mariana Toledo Biscaia Raposo Mourã e Lima, Januário Gomes Mourão e Lima, Mauro Figueiredo Carvalho de Andrade, Anke Bergmann	0268-8921	34	4.4	0.529	A2
Lower limb amputees undergo long-distance plasticity in sensorimotor functional connectivity	10.1038/s41598-019-39696-z	http://dx.doi.org/10.1038/s41598-019-39696-z	2045-2322	Scientific Reports	Ivanei E. Bramati			2019	1653934416	2	1	0	8	19	0	6	0	17	0	113	73	TRUE	Ivanei E. Bramati, Erika C. Rodrigues, Elington L. Simões, Bruno Melo, Sebastian Höfle, Jorge Moll, Roberto Lent, Fernanda Tovar-Moll	2045-2322	26	7.5	0.973	A1
Lower limb muscle fatigability is not associated with changes in movement strategies for balance control in the upright stance	10.1016/j.humov.2020.102588	http://dx.doi.org/10.1016/j.humov.2020.102588	0167-9457	Human Movement Science	Patricia Sant'Anna do Carmo Aprigio			2020	1642500240	0	0	0	0	2	0	1	0	1	0	34	1	FALSE	Patricia Sant'Anna do Carmo Aprigio, Igor Ramathur Telles de Jesus, Carla Porto, Thiago Lemos, Arthur de Sá Ferreira	0167-9457	3	4.3	0.636	A3
Lower limb muscle strength is associated with functional performance and quality of life in patients with systemic sclerosis	10.1590/bjpt-rbf.2014.0084	http://dx.doi.org/10.1590/bjpt-rbf.2014.0084	1413-3555	Brazilian Journal of Physical Therapy	Tatiana R. L. Lima			2015	1428982481	0	0	0	0	3	0	3	0	3	0	67	3	TRUE	Tatiana R. L. Lima, Fernando S. Guimarães, Mara N. Carvalho, Thaís L. M. Sousa, Sara L. S. Menezes, Agnaldo J. Lopes	1413-3555	28	6.4	0.975	A2
Lower-limb muscle strength, static and dynamic postural stabilities, risk of falling and fear of falling in polio survivors and healthy subjects	10.1080/09593985.2018.1512178	http://dx.doi.org/10.1080/09593985.2018.1512178	0959-3985	Physiotherapy Theory & Practice	Thaiana Santos Galvão			2018	1645439708	0	0	0	0	5	0	4	0	4	0	33	3	FALSE	Thaiana Santos Galvão, Egídio Sabino Magalhães Júnior, Marco Antonio Orsini Neves, Arthur de Sá Ferreira	0959-3985	4	3.1	0.499	A4
Maximal repetition performance, rating of perceived exertion, and muscle fatigue during paired set training performed with different rest intervals	10.1016/j.jesf.2015.08.002	http://dx.doi.org/10.1016/j.jesf.2015.08.002	1728-869X	Journal of Exercise Science & Fitness	Marianna de Freitas Maia			2015	1677534033	1	0	0	0	11	0	7	1	11	2	95	8	TRUE	Marianna de Freitas Maia, Gabriel Andrade Paz, Humberto Miranda, Vicente Lima, Claudio Melibeu Bentes, Jefferson da Silva Novaes, Patrícia dos Santos Vigário, Jeffrey Michael Willardson	1728-869X	6	5.1	0.71	A4
Measuring the Pain Area: An Intra- and Inter-Rater Reliability Study Using Image Analysis Software	10.1111/papr.12262	http://dx.doi.org/10.1111/papr.12262	1530-7085	Pain Practice	Felipe Jose Jandre dos Reis			2014	1506746727	0	0	0	0	2	0	2	0	2	0	78	1	FALSE	Felipe Jose Jandre dos Reis, Veronica de Barros e Silva, Raphaela Nunes de Lucena, Bruno Alexandre Mendes Cardoso, Leandro Calazans Nogueira	1530-7085	25	5.4	0.652	A2
Mediation Analysis in Manual Therapy Research	10.1016/j.jcm.2022.04.007	http://dx.doi.org/10.1016/j.jcm.2022.04.007	1556-3707	Journal of chiropractic medicine (Print)	Thiago da Silva Rocha Paz			2023	1660210170	0	0	0	0	13	0	9	0	9	0	3	6	FALSE	Thiago da Silva Rocha Paz, Pedro Teixeira Vidinha Rodrigues, Bruno Moreira Silva, Arthur de Sá Ferreira, Leandro Alberto Calazans Nogueira	1556-3707	0	1.4	0.217	A1
Meditation for adults with non-specific low back pain: a systematic review and meta-analysis	10.1515/sjpain-2021-0096	http://dx.doi.org/10.1515/sjpain-2021-0096	1877-8860	Scandinavian Journal of Pain	Larissa O. Soares			2021	1647363620	0	0	0	0	20	0	18	0	18	0	30	11	FALSE	Larissa O. Soares, Giovanni E. Ferreira, Leonardo O. P. Costa, Leandro C. Nogueira, Ney Meziat-Filho, Felipe J. J. Reis	1877-8860	3	2.9	0.534	A3
Melatonin administration attenuates acute stress by inducing sleep state in zebrafish (Danio rerio)	10.1016/j.cbpc.2021.109044	http://dx.doi.org/10.1016/j.cbpc.2021.109044	1532-0456	Comparative Biochemistry & Physiology Part C: Toxicology & Pharmacology	Luciana Crepaldi Lunkes			2021	1618156283	0	0	0	0	2	0	2	0	2	0	26	1	TRUE	Luciana Crepaldi Lunkes, Isadora Marques Paiva, Renata Catão Egger, Weslley Fernandes Braga, Jacqueline Isaura Alvarez-Leite, André Rodrigues da Cunha Barreto-Vianna, Luis David Solis Murgas	1532-0456	5	6.8	0.8	A1
Misdiagnosis and undiagnosis due to pattern similarity in Chinese medicine: a stochastic simulation study using pattern differentiation algorithm	10.1186/1749-8546-6-1	http://dx.doi.org/10.1186/1749-8546-6-1	1749-8546	Chinese Medicine	Arthur Sá Ferreira			2011	1662720682	1	0	0	0	2	0	1	0	2	0	17	1	TRUE	Arthur Sá Ferreira	1749-8546	29	6.9	0.751	NA
Mixed circuit training acutely reduces arterial stiffness in patients with chronic stroke: a crossover randomized controlled trial	10.1007/s00421-022-05061-8	http://dx.doi.org/10.1007/s00421-022-05061-8	1439-6319	European Journal of Applied Physiology	André C. Michalski			2022	1672927954	0	0	0	0	7	0	6	0	6	0	14	4	FALSE	André C. Michalski, Arthur S. Ferreira, Adrian W. Midgley, Victor A. B. Costa, Guilherme F. Fonseca, Nádia S. L. da Silva, Juliana Borges, Sandra A. Billinger, Felipe A. Cunha	1439-6319	0	5.8	0.876	A2
Modulation of tibialis anterior muscle activity changes with upright stance width	10.1016/j.jelekin.2014.07.009	http://dx.doi.org/10.1016/j.jelekin.2014.07.009	1050-6411	Journal of Electromyography & Kinesiology	Thiago Lemos			2015	1422967024	1	0	0	0	5	0	2	0	3	0	63	2	FALSE	Thiago Lemos, Luís A. Imbiriba, Claudia D. Vargas, Taian M. Vieira	1050-6411	18	4.8	0.777	A4
Motor cortex tDCS does not improve strength performance in healthy subjects	10.1590/s1980-65742015000200009	http://dx.doi.org/10.1590/s1980-65742015000200009	1980-6574	Motriz: Revista de Educação Física	Rafael Montenegro			2015	1438085325	0	0	0	0	1	0	1	0	1	0	82	1	TRUE	Rafael Montenegro, Alexandre Okano, Jonas Gurgel, Flávia Porto, Felipe Cunha, Renato Massaferri, Paulo Farinatti	1980-6574	24	NA	0.223	B1
Motor imagery and its effect on complex regional pain syndrome: an integrative review	10.4081/ni.2015.5962	http://dx.doi.org/10.4081/ni.2015.5962	2035-8377	Neurology International	Nélio Silva De Souza			2015	1498786117	0	0	0	0	2	0	2	0	2	0	96	2	TRUE	Nélio Silva De Souza, Ana Carolina Gomes Martins, Victor Hugo Do Vale Bastos, Marco Orsini, Marco Antônio A. Leite, Silmar Teixeira, Bruna Velasques, Pedro Ribeiro, Juliana Bittencourt, André Palma da Cunha Matta, Pedro Moreira Filho	2035-8377	15	2.2	0.448	B2
Motor imagery modulation of body sway is task-dependent and relies on imagery ability	10.3389/fnhum.2014.00290	http://dx.doi.org/10.3389/fnhum.2014.00290	1662-5161	Frontiers in Human Neuroscience	Thiago Lemos			2014	1400665314	0	0	0	0	2	0	2	0	2	0	48	2	TRUE	Thiago Lemos, NÃ©lio S. Souza, Carlos H. R. Horsczaruk, Anaelli A. Nogueira-Campos, Laura A. S. de Oliveira, Claudia D. Vargas, Erika C. Rodrigues	1662-5161	13	4.4	0.787	A2
Motor imagery modulation of postural sway is accompanied by changes in the EMG–COP association	10.1016/j.neulet.2014.06.019	http://dx.doi.org/10.1016/j.neulet.2014.06.019	0304-3940	Neuroscience Letters	Thiago Lemos			2014	1402886549	0	0	0	0	1	0	1	0	1	0	39	1	FALSE	Thiago Lemos, Erika C. Rodrigues, Claudia D. Vargas	0304-3940	5	5.9	0.802	B1
Motor planning of goal-directed action is tuned by the emotional valence of the stimulus: a kinematic study	10.1038/srep28780	http://dx.doi.org/10.1038/srep28780	2045-2322	Scientific Reports	P. O. Esteves			2016	1467385915	0	0	0	0	1	0	1	0	1	0	49	1	TRUE	P. O. Esteves, L. A. S. Oliveira, A. A. Nogueira-Campos, G. Saunier, T. Pozzo, J. M. Oliveira, E. C. Rodrigues, E. Volchan, C. D. Vargas	2045-2322	18	7.5	0.973	A1
Multiple Sclerosis does not affect the muscular strength of the pelvic floor during pregnancy a case control study.	10.1016/j.msard.2021.102746	http://dx.doi.org/10.1016/j.msard.2021.102746	2211-0348	Multiple Sclerosis and Related Disorders	Gisele Alexandre Lourenço			2021	1612093865	0	0	0	0	2	0	2	0	2	0	28	2	FALSE	Gisele Alexandre Lourenço, Leandro Alberto Calazans Nogueira, Regina Rocco, Yara Dadalti Fragoso, Soniza Vieira Alves-Leon	2211-0348	2	5.6	0.92	A4
Muscle dysfunction is associated with poorer health-related quality of life in adults with sickle cell anaemia	10.3233/bmr-171027	http://dx.doi.org/10.3233/bmr-171027	1878-6324	Journal of Back & Musculoskeletal Rehabilitation	Carlos Eduardo Amaral Gonçalves			2019	1532516775	0	0	0	0	1	0	1	0	1	0	55	1	FALSE	Carlos Eduardo Amaral Gonçalves, Priscila Oliveira Silva, Mauricio Santos Soares, Priscila Santos Bunn, Carla Martins Araujo Lima, Agnaldo José Lopes	1878-6324	5	NA	0.421	NA
Muscle function in women with systemic sclerosis: Association with fatigue and general physical function	10.1016/j.clinbiomech.2017.05.011	http://dx.doi.org/10.1016/j.clinbiomech.2017.05.011	0268-0033	Clinical Biomechanics	Amanda Cristina Justo			2017	1646562664	0	0	0	0	1	0	1	0	1	0	71	1	FALSE	Amanda Cristina Justo, Fernando Silva Guimarães, Arthur Sá Ferreira, Mauricio Santos Soares, Priscila Santos Bunn, Agnaldo José Lopes	0268-0033	13	3.7	0.541	A3
Muscular weakness represents the main limiting factor of walk, functional independence and quality of life of myelopathy patients associated to HTLV-1	10.1590/0004-282x20160019	http://dx.doi.org/10.1590/0004-282x20160019	0004-282X	Arquivos de Neuro-Psiquiatria	Renata Costa Caiafa			2016	1490649360	1	0	0	0	2	0	1	0	2	0	80	1	TRUE	Renata Costa Caiafa, Marco Orsini, Lilian R. Felicio, Marzia Puccioni-Sohler	0004-282X	14	2.1	0.391	B2
Musculoskeletal Pain and Musical Performance in First and Second Violinists of Professional Youth Chamber Orchestras: A Comparative Study	10.21091/mppa.2021.4029	http://dx.doi.org/10.21091/mppa.2021.4029	0885-1158	Medical Problems of Performing Artists	Ari Cantuária Vilela			2021	1641898512	0	0	0	0	1	0	1	0	1	0	10	1	FALSE	Ari Cantuária Vilela, Leandro Alberto Calazans Nogueira, Arthur de Sá Ferreira, Frederico Barreto Kochem, Renato Santos de Almeida	0885-1158	1	1.4	0.252	A2
Neck Pain Associated With a Bony Metastatic Tumor	10.2519/jospt.2017.6135	http://dx.doi.org/10.2519/jospt.2017.6135	0190-6011	Journal of Orthopaedic & Sports Physical Therapy	Maria Alice Mainenti  Pagnez			2017	1500557163	1	0	0	0	4	0	3	0	4	0	32	2	FALSE	Maria Alice Mainenti  Pagnez, Leandro Calazans  Nogueira, James M.  Elliott	0190-6011	0	8.0	1.396	A1
Neural management plus advice to stay active on clinical measures and sciatic neurodynamic for patients with chronic sciatica: Study protocol for a controlled randomised clinical trial	10.1371/journal.pone.0263152	http://dx.doi.org/10.1371/journal.pone.0263152	1932-6203	PLOS ONE	Corrêa, Leticia Amaral			2022	1664270763	0	0	0	0	13	0	9	0	9	0	81	6	TRUE	Corrêa, Leticia Amaral, Bittencourt, Juliana Valentim, Mainenti Pagnez, Maria Alice, Mathieson, Stephanie, Saragiotto, Bruno Tirotti, Telles, Gustavo Felicio, Meziat-Filho, Ney, Calazans Nogueira, Leandro Alberto	1932-6203	1	6.0	0.885	A1
Neuropathic-like symptoms and central sensitization related signs and symptoms negatively affect the functional performance of patients with knee osteoarthritis – a cross-sectional study	10.1016/j.ocarto.2023.100358	http://dx.doi.org/10.1016/j.ocarto.2023.100358	2665-9131	Osteoarthritis and Cartilage Open	Enrico Seixas Goldoni			2023	1681485599	0	0	0	0	4	0	3	0	3	0	4	2	TRUE	Enrico Seixas Goldoni, Juliana Valentim Bittencourt, Lanucia Ranhol do Espirito Santo, Eduardo Branco de Sousa, José Leonardo Rocha de Faria, Dângelo José de Andrade Alexandre, Leandro Alberto Calazans Nogueira	2665-9131	0	NA	NA	NA
Neuroplasticity in visual impairments	10.4081/ni.2018.7326	http://dx.doi.org/10.4081/ni.2018.7326	2035-8377	Neurology International	Paulo Ramiler Silva			2018	1548857768	0	0	1	0	2	0	1	0	2	0	40	2	TRUE	Paulo Ramiler Silva, Tiago Farias, Fernando Cascio, Levi Dos Santos, Vinícius Peixoto, Eric Crespo, Carla Ayres, Marcos Ayres, Victor Marinho, Victor Hugo Bastos, Pedro Ribeiro, Bruna Velasques, Marco Orsini, Rossano Fiorelli, Marcos R.G. De Freitas, Silmar Teixeira	2035-8377	11	2.2	0.448	B2
Neurovascular and Hemodynamic Responses to Mental Stress and Exercise in Severe COVID-19 Survivors	10.1152/ajpregu.00111.2023	http://dx.doi.org/10.1152/ajpregu.00111.2023	0363-6119	American Journal of Physiology: Regulatory, Integrative & Comparative Physiology	Diego Faria			2023	1689949542	0	0	0	0	12	0	8	0	8	0	0	5	FALSE	Diego Faria, Renata Moll-Bernardes, Laura Testa, Camila M.V. Moniz, Erika C Rodrigues, José M S.C. Mota, Francis R Souza, Maria J N N Alves, Bruna M Ono, João E Izaias, Artur O Sales, Thais S Rodrigues, Vera M C Salemi, Camila P. Jordao, Kátia De Angelis, Daniel H. Craighead, Matthew J. Rossman, Luiz A Bortolotto, Fernanda M Consolim-Colombo, Maria C.C. Irigoyen, Douglas R. Seals, Carlos E Negrão, Allan R.K Sales	0363-6119	0	5.3	0.851	A2
Nitrogen single-breath washout test for evaluating exercise tolerance and quality of life in patients with chronic obstructive pulmonary disease	10.1590/1414-431x20177059	http://dx.doi.org/10.1590/1414-431x20177059	1414-431X	Brazilian Journal of Medical and Biological Research	C.A.L. Deus			2018	1519682140	0	0	0	0	1	0	1	0	1	0	49	1	TRUE	C.A.L. Deus, P.S. Vigário, F.S. Guimarães, A.J. Lopes	1414-431X	4	4.5	0.528	A3
