title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis	created	deposited	published.print	doi	indexed	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	type	volume	short.container.title	published.online	language	update.policy	subtitle	archive_	na.	isbn
Intensity of pain, disability and psychosocial factors in women with chronic pelvic pain: crosssectional study	NA	http://dx.doi.org/10.5935/2595-0118.20200177	NA	Brazilian Journal Of Pain	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jennifer Nogueira Rocha, Luiz Eduardo de Castro, Virgínia Martello Riccobene, Michele Souza Menezes Autran, Leandro Alberto Calazans Nogueira, Felipe José Jandre dos Reis	2595-0118	0	NA	NA	B1	2020-07-30	2024-04-22	2020	10.5935/2595-0118.20200177	2024-04-23	3	2020	3948	NA	10.5935	GN1 Sistemas e Publicacoes Ltd.	1	Crossref	0	0	0	journal-article	3	NA	NA	en	NA	NA	NA	NA	NA
Investigation of alpha band of the electroencephalogram before and after a task of proprioceptive neuromuscular facilitation	NA	http://dx.doi.org/10.12965/jer.1734990.495	NA	Journal of Exercise Rehabilitation	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Luan Correia Costa, Alzira Andrade, Lysnara Lial, Rayele Moreira, Ane Caroline Lima, Astrogildo Magvinier, Ricardo Lira, Anderson Aragão, Pedro Henrique Ulisses, Eric Crespo, Marco Orsini, Silmar Teixeira, Victor Hugo Bastos	2288-176X,2288-1778	0	3.5	0.49	B1	2017-08-30	2019-07-26	NA	10.12965/jer.1734990.495	2022-11-24	4	2017-08-29	5137	418-424	10.12965	Korean Society of Exercise Rehabilitation	1	Crossref	44	44	2	journal-article	13	J Exerc Rehabil	2017-08-29	en	http://dx.doi.org/10.12965/crossmark_policy	NA	NA	NA	NA
Ischemic Preconditioning Contribute to Improving the Static and Dynamic Stability of Male Trained	NA	http://dx.doi.org/10.33696/rehabilitation.4.025	NA	Journal of Physical Medicine and Rehabilitation	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 	NA	0	NA	NA	NA	2022-09-12	2022-09-12	NA	10.33696/rehabilitation.4.025	2022-09-12	1	2022-09-12	18993	NA	10.33696	Scientific Archives LLC	1	Crossref	0	0	0	journal-article	4	J Phys Med Rehabil	2022-09-12	NA	NA	NA	NA	NA	NA
Late Breaking Abstract - Dynamic hyperinflation and ventilatory reserve in long COVID: a cross-sectional study	NA	http://dx.doi.org/10.1183/13993003.congress-2023.pa2682	NA	Rehabilitation and chronic care	NA	NA	NA	2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Isabela Aziz, Isabela Serpa, Jessica Oliveira, Renan Campos, Thiago Mafort, Agnaldo Lopes	NA	0	NA	NA	NA	2023-10-27	2024-03-11	2023-09-09	10.1183/13993003.congress-2023.pa2682	2024-03-12	NA	2023-09-09	81	NA	10.1183	European Respiratory Society	1	Crossref	0	0	0	proceedings-article	NA	NA	2023-10-27	NA	http://dx.doi.org/10.1183/ers-crossmark-policy	NA	NA	NA	NA
Lesões em tenistas amadores no Rio de Janeiro	NA	http://dx.doi.org/10.1590/1517-86922014200402063	NA	Revista Brasileira de Medicina do Esporte	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nelcimar Souza Queiroz, Patrícia dos Santos Vigário, Lilian Ramiro Felicio, Míriam Raquel Meira Mainenti	1517-8692	0	0.8	NA	B1	2015-09-30	2017-05-23	2014-08	10.1590/1517-86922014200402063	2022-03-31	4	2014-08	530	304-308	10.1590	FapUNIFESP (SciELO)	1	Crossref	22	22	0	journal-article	20	Rev Bras Med Esporte	NA	NA	NA	NA	NA	NA	NA
Letter to the editor	NA	http://dx.doi.org/10.1016/j.jbmt.2019.03.013	NA	Journal of Bodywork and Movement Therapies	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alex Souto Maior	1360-8592	0	2.5	0.48	A2	2019-04-02	2022-09-15	2019-07	10.1016/j.jbmt.2019.03.013	2022-09-16	3	2019-07	78	445	10.1016	Elsevier BV	1	Crossref	4	4	0	journal-article	23	Journal of Bodywork and Movement Therapies	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Locomotion Mode Affects the Physiological Strain during Exercise at Walk-Run Transition Speed inElderly Men	NA	http://dx.doi.org/10.1055/s-0043-101913	NA	International Journal of Sports Medicine	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Raul Freire, Paulo Farinatti, Felipe Cunha, Brenno Silva, Walace Monteiro	0172-4622,1439-3964	0	5.4	0.73	A2	2017-05-31	2017-12-19	2017-07	10.1055/s-0043-101913	2022-03-30	07	2017-05-31	194	515-520	10.1055	Georg Thieme Verlag KG	1	Crossref	0	0	0	journal-article	38	Int J Sports Med	2017-05-31	en	NA	NA	NA	NA	NA
Long-term assessment of functional capacity, muscle function, lung function, and quality of life in survivors of ventilator-associated pneumonia	NA	http://dx.doi.org/10.1016/j.heliyon.2023.e23431	NA	Heliyon	NA	NA	NA	2024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Larissa Mello Dias, Jenipher Angel da Cruz, Agnaldo José Lopes	2405-8440	0	5.6	0.617	A4	2023-12-09	2024-06-18	2024-01	10.1016/j.heliyon.2023.e23431	2024-06-19	1	2024-01	78	e23431	10.1016	Elsevier BV	1	Crossref	34	34	1	journal-article	10	Heliyon	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Measurement of patient satisfaction with physical therapy care: revisiting the semantic and dimensional structure equivalence of MedRisk instrument in the Brazilian context	NA	http://dx.doi.org/10.1080/21679169.2019.1628299	NA	European Journal of Physiotherapy	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Renato Santos de Almeida, Michael Eduardo Reichenheim, Christopher Peterson, Mônica Martins	2167-9169,2167-9177	0	2.0	0.418	B1	2019-06-25	2021-05-08	2021-01-02	10.1080/21679169.2019.1628299	2022-04-05	1	2019-06-24	301	19-26	10.1080	Informa UK Limited	1	Crossref	35	35	1	journal-article	23	European Journal of Physiotherapy	2019-06-24	en	http://dx.doi.org/10.1080/tandf_crossmark_01	NA	NA	NA	NA
Mecânica respiratória de pacientes com obesidade mórbida	NA	http://dx.doi.org/10.1590/1806-3713/e20180311	NA	Jornal Brasileiro de Pneumologia	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mauricio de Sant’Anna Jr, Renata Ferreira Carvalhal, Fernando da Franca Bastos de Oliveira, Walter Araújo Zin, Agnaldo José Lopes, Jocemir Ronaldo Lugon, Fernando Silva Guimarães	1806-3756,1806-3713	0	3.0	0.555	B1	2019-10-17	2020-02-11	NA	10.1590/1806-3713/e20180311	2024-02-27	5	2019	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	29	29	10	journal-article	45	J. bras. pneumol.	2019	NA	NA	NA	NA	NA	NA
Mental Practice Combined with Motor Rehabilitation to Treat Upper Limb Hemiparesis of Post-Stroke Patients: Clinical and Experimental Evidence	NA	http://dx.doi.org/10.2174/1745017901612010009	NA	Clinical Practice &amp; Epidemiology in Mental Health	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sergio Machado, Eduardo Lattari, Flávia Paes, Nuno B.F. Rocha, Antonio E. Nardi, Oscar Arias-Carrión, Gioia Mura, Ti-Fei Yuan, Mauro G. Carta, Carlos Campos	1745-0179	0	5.1	0.765	A4	2016-03-15	2019-04-04	2016-03-15	10.2174/1745017901612010009	2023-09-27	1	2016-03-15	965	9-13	10.2174	Bentham Science Publishers Ltd.	1	Crossref	37	37	7	journal-article	12	CPEMH	NA	en	http://dx.doi.org/10.2174/crossmark_policy	NA	NA	NA	NA
Motor recovery after bilateral brachial plexus injury using motor irradiation: a case report	NA	http://dx.doi.org/10.12968/ijtr.2017.0170	NA	International Journal of Therapy and Rehabilitation	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Laura Alice Santos de Oliveira, Carla Andressa Pedron, Fernanda Guimarães de Andrade, Carlos Henrique Ramos Horsczaruk, José Vicente Pereira Martins	1759-779X	0	0.6	0.197	B1	2019-05-16	2022-05-24	2019-04-02	10.12968/ijtr.2017.0170	2023-10-03	4	2019-04-02	5130	1-12	10.12968	Mark Allen Group	1	Crossref	37	37	3	journal-article	26	International Journal of Therapy and Rehabilitation	NA	en	NA	NA	NA	NA	NA
Motor unit plasticity in stroke survivors: Altered distribution of gastrocnemius’ action potentials	NA	http://dx.doi.org/10.1016/j.gaitpost.2017.07.062	NA	Gait &amp; Posture	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T. Vieira, T. Lemos, L.A.S. Oliveira, C.H.R. Horsczaruk, F. Tovar-Moll, E.C. Rodrigues	0966-6362	0	4.8	0.724	A2	2017-10-12	2018-08-27	2017-09	10.1016/j.gaitpost.2017.07.062	2022-04-05	NA	2017-09	78	12	10.1016	Elsevier BV	1	Crossref	3	3	0	journal-article	57	Gait &amp; Posture	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Movement therapy without moving — First results on isometric movement training for post-stroke rehabilitation of arm function	NA	http://dx.doi.org/10.1109/icorr.2017.8009230	NA	2017 International Conference on Rehabilitation Robotics (ICORR)	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A. Melendez-Calderon, E. Rodrigues, K. Thielbar, J.L. Patton	NA	0	NA	NA	NA	2017-08-14	2019-10-02	2017-07	10.1109/icorr.2017.8009230	2022-04-05	NA	2017-07	263	NA	10.1109	IEEE	1	Crossref	30	30	0	proceedings-article	NA	NA	NA	NA	NA	NA	NA	NA	NA
Muscle performance, body fat, pain and function in the elderly with arthritis	NA	http://dx.doi.org/10.1590/s1413-78522014000100010	NA	Acta Ortopédica Brasileira	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Wagner Teixeira dos Santos, Erika de Carvalho Rodrigues, Míriam Raquel Meira Mainenti	1413-7852	0	1.0	0.247	B1	2014-03-31	2019-08-09	2014	10.1590/s1413-78522014000100010	2023-09-16	1	2014	530	54-58	10.1590	FapUNIFESP (SciELO)	1	Crossref	23	23	10	journal-article	22	Acta ortop. bras.	NA	NA	NA	NA	NA	NA	NA
Neurociências no Brasil: Vocação do Pesquisador ou Sobrevivência Acadêmica?	NA	http://dx.doi.org/10.4181/rnc.2013.21.810.7p	NA	Revista Neurociências	NA	NA	NA	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marco Orsini, Carlos Reis, Marco Leite, Júlio Silva, Osvaldo Nascimento, Clynton Corrêa, Luciane Carvalho, Marcos Freitas, Jano Souza, Acary Oliveira, Giseli Quintanilha, Sara Menezes, João Pereira	0104-3579,1984-4905	0	NA	NA	B2	2013-04-16	2020-02-28	NA	10.4181/rnc.2013.21.810.7p	2022-04-01	NA	2013-04-16	19929	148-154	10.34024	Universidade Federal de Sao Paulo	1	Crossref	0	0	0	journal-article	21	RNC	2013-04-16	NA	NA	NA	NA	NA	NA
Neuromuscular and functional responses in professional soccer players during pre-season: implications for injury prevention	NA	http://dx.doi.org/10.1007/s11332-021-00769-0	NA	Sport Sciences for Health	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alex Souto Maior, Rafael Teixeira Lopes	1824-7490,1825-1234	0	2.3	0.401	B1	2021-05-03	2021-11-25	2021-12	10.1007/s11332-021-00769-0	2022-03-31	4	2021-05-03	297	1017-1024	10.1007	Springer Science and Business Media LLC	1	Crossref	35	35	0	journal-article	17	Sport Sci Health	2021-05-03	en	http://dx.doi.org/10.1007/springer_crossmark_policy	NA	NA	NA	NA
Neuromuscular diseases: revisiting the "overtraining"	NA	http://dx.doi.org/10.1590/1809-2950/00121022014	NA	Fisioterapia e Pesquisa	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marco Orsini, Renata Hydee Hasue, Marco Antônio Araújo Leite, Sara Lúcia Silveira de Menezes, Júlio Guilherme Silva, Acary Bulle Oliveira	1809-2950	0	NA	NA	B1	2014-07-30	2017-05-27	2014-04	10.1590/1809-2950/00121022014	2022-03-29	2	2014-04	530	101-102	10.1590	FapUNIFESP (SciELO)	1	Crossref	1	1	2	journal-article	21	Fisioter. Pesqui.	NA	NA	NA	NA	NA	NA	NA
Non-ataxia signs in Brazilian individuals with spinocerebellar ataxia type 3	NA	http://dx.doi.org/10.1590/fm.2021.34123	NA	Fisioterapia em Movimento	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Camilla Polonini Martins, Mariana da Silva Salvino Klem Galvez, Yuri Rodrigues Luz de Araujo, Leda Maria Neumann Keim, Fernanda Baseggio Lopes Figueiredo, Laura Alice Santos de Oliveira	1980-5918	0	0.3	0.123	B1	2021-12-15	2021-12-15	NA	10.1590/fm.2021.34123	2022-04-05	NA	2021	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	30	30	0	journal-article	34	Fisioter. mov.	2021	NA	NA	NA	NA	NA	NA
On the Functional Capacity and Quality of Life of Patients with Acromegaly: Are They Candidates for Rehabilitation Programs?	NA	http://dx.doi.org/10.1589/jpts.25.1497	NA	Journal of Physical Therapy Science	NA	NA	NA	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Débora Pedroza Guedes da Silva, Fernando Silva Guimarães, Cristina Márcia Dias, Simone de Araujo Guimarães, Leandro Kasuki, Mônica Roberto Gadelha, Gustavo Bittencourt Camilo, Agnaldo José Lopes	0915-5287,2187-5626	0	NA	NA	C	2013-12-10	2022-03-19	2013	10.1589/jpts.25.1497	2024-05-27	11	2013	533	1497-1501	10.1589	Society of Physical Therapy Science	1	Crossref	35	35	17	journal-article	25	J Phys Ther Sci	NA	en	NA	NA	NA	NA	NA
Oxidative stress biomarkers after a single maximal test in blind and non-blind soccer players	NA	http://dx.doi.org/10.23736/s0022-4707.18.08030-1	NA	The Journal of Sports Medicine and Physical Fitness	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Diego Viana Gomes, Patricia Santos Vigário, Bruna K. Lima Piazera, Filipe Pereira Costa, Mario Vaisman, Veronica Salerno Pinto	0022-4707,1827-1928	0	3.3	0.427	A4	2019-01-21	2023-09-13	2019-01	10.23736/s0022-4707.18.08030-1	2023-09-14	2	2019-01	17149	NA	10.23736	Edizioni Minerva Medica	1	Crossref	38	38	1	journal-article	59	J Sports Med Phys Fitness	NA	NA	NA	NA	NA	NA	NA
Oxygen uptake, respiratory exchange ratio, or total distance: a comparison of methods to equalize exercise volume in Wistar rats	NA	http://dx.doi.org/10.1590/1414-431x20165200	NA	Brazilian Journal of Medical and Biological Research	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	L.S. Paes, J.P. Borges, F.A. Cunha, M.G.C. Souza, F.Z.G.A. Cyrino, D.A. Bottino, E. Bouskela, P. Farinatti	1414-431X,0100-879X	0	4.5	0.492	A3	2016-07-27	2020-02-07	NA	10.1590/1414-431x20165200	2023-12-21	8	2016	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	40	40	4	journal-article	49	Braz J Med Biol Res	2016	NA	NA	NA	NA	NA	NA
Pain intensity and functional limitation are not related with medical image findings in patients with shoulder pain	NA	http://dx.doi.org/10.5935/1806-0013.20140044	NA	Revista Dor	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Francine Aparecida Coelho de Oliveira, Renato Santos de Almeida, Wagner Teixeira dos Santos, Leandro Alberto Calazans Nogueira	1806-0013	0	NA	NA	A3	2014-08-29	2016-12-26	2014	10.5935/1806-0013.20140044	2023-09-09	3	2014	3948	NA	10.5935	GN1 Genesis Network	1	Crossref	0	0	2	journal-article	15	NA	NA	en	NA	NA	NA	NA	NA
Pain interference, neuropathic-like symptoms, pain intensity, and symptoms of central sensitization negatively impact individual’s disability after Chikungunya fever: cross-sectional study	NA	http://dx.doi.org/10.5935/2595-0118.20230032-en	NA	Brazilian Journal Of Pain	NA	NA	NA	2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Paula Renata Conceição de Oliveira Dias, Juliana Valentim Bittencourt, Jéssica Pinto Martins do Rio, Felipe José Jandre dos Reis, Laura Alice Santos de Oliveira, Leandro Alberto Calazans Nogueira	2595-0118	0	NA	NA	B1	2023-07-10	2024-04-22	2023	10.5935/2595-0118.20230032-en	2024-04-22	2	2023	3948	NA	10.5935	GN1 Sistemas e Publicacoes Ltd.	1	Crossref	0	0	0	journal-article	6	BRJP	2023	NA	NA	NA	NA	NA	NA
Pain, Work-related Characteristics, and Psychosocial Factors among Computer          Workers at a University Center	NA	http://dx.doi.org/10.1589/jpts.26.567	NA	Journal of Physical Therapy Science	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Míriam Raquel Meira Mainenti, Lilian Ramiro Felicio, Érika de Carvalho Rodrigues, Dalila Terrinha Ribeiro da Silva, Patrícia Vigário dos Santos	0915-5287,2187-5626	0	NA	NA	C	2014-04-22	2021-04-27	2014	10.1589/jpts.26.567	2023-10-30	4	2014	533	567-573	10.1589	Society of Physical Therapy Science	1	Crossref	28	28	10	journal-article	26	J Phys Ther Sci	NA	en	NA	NA	NA	NA	NA
Parameters of knee isokinetic dynamometry in individuals with acromegaly: Association with growth hormone levels and general fatigue	NA	http://dx.doi.org/10.3233/ies-160635	NA	Isokinetics and Exercise Science	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Evelyn M. Walchan, Fernando S. Guimarães, Mauricio S. Soares, Leandro Kasuki, Monica R. Gadelha, Agnaldo J. Lopes	0959-3020,1878-5913	0	1.2	0.266	B1	2016-07-05	2019-12-02	2016-11-28	10.3233/ies-160635	2023-08-14	4	2016-11-28	7437	331-340	10.3233	IOS Press	1	Crossref	43	43	12	journal-article	24	IES	NA	NA	NA	NA	NA	NA	NA
Patient's beliefs about the influence of activity attenuates the improvement in pain and disability after a conservative treatment in chronic low back pain patients	NA	http://dx.doi.org/10.1016/j.math.2016.05.314	NA	Manual Therapy	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R. Cabral, F. Belache, M. Santos, A.C. Magalhães, N. Meziat, L.C. Nogueira	1356-689X	0	NA	NA	A2	2016-07-13	2018-09-10	2016-09	10.1016/j.math.2016.05.314	2022-03-31	NA	2016-09	78	e159	10.1016	Elsevier BV	1	Crossref	0	0	0	journal-article	25	Manual Therapy	NA	en	NA	NA	NA	NA	NA
Patients with chronic musculoskeletal pain present low level of the knowledge about the neurophysiology of pain	NA	http://dx.doi.org/10.1080/21679169.2019.1676307	NA	European Journal of Physiotherapy	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Paula S. Ferreira, Leticia A. Corrêa, Juliana V. Bittencourt, Felipe J. J. Reis, Ney Meziat-Filho, Leandro A. C. Nogueira	2167-9169,2167-9177	0	2.0	0.418	B1	2019-10-16	2021-07-16	2021-07-04	10.1080/21679169.2019.1676307	2024-06-15	4	2019-10-16	301	203-208	10.1080	Informa UK Limited	1	Crossref	39	39	4	journal-article	23	European Journal of Physiotherapy	2019-10-16	en	http://dx.doi.org/10.1080/tandf_crossmark_01	NA	NA	NA	NA
Patients with fibromyalgia present different pain phenotypes compared to patients with generalized pain	NA	http://dx.doi.org/10.5935/2595-0118.20220031-en	NA	BRAZILIAN JOURNAL OF PAIN	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Juliana Valentim Bittencourt, Leticia Amaral Corrêa, Márcia Cliton Bezerra, Felipe José Jandre dos Reis, Katie de Luca, Leandro Alberto Calazans Nogueira	2595-0118	0	NA	NA	B1	2022-06-03	2024-04-22	2022	10.5935/2595-0118.20220031-en	2024-04-22	2	2022	3948	NA	10.5935	GN1 Sistemas e Publicacoes Ltd.	1	Crossref	0	0	0	journal-article	5	BrJP	2022	NA	NA	NA	NA	NA	NA
Patients with Impaired Descending Nociceptive
Inhibitory System Present Altered Cardiac
Vagal Control at Rest	NA	http://dx.doi.org/10.36076/ppj.2018.4.e409	NA	January 2018,Pain Physician	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Leandro Nogueira	2150-1149,1533-3159	0	5.5	0.899	A2	2019-10-30	2020-01-15	2018-07-15	10.36076/ppj.2018.4.e409	2022-04-06	21;1	2018-07-15	21814	E409-E418	10.36076	American Society of Interventional Pain Physicians	1	Crossref	0	0	1	journal-article	1	Pain Phys	2018-07-15	en	NA	NA	Internet Archive	Internet Archive	NA
Perceived injustice and pain intensity in patients with chronic musculoskeletal pain: crosssectional study	NA	http://dx.doi.org/10.5935/2595-0118.20210016	NA	Brazilian Journal Of Pain	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mayara Paiva Souza, Pamela Martin Bandeira, Marcella De Souza Marins, Daiane Lopes dos Santos, Leandro Alberto Calazans Nogueira, Ney Armando Meziat-Filho, Felipe José Jandre dos Reis	2595-0118	0	NA	NA	B1	2021-03-02	2024-04-19	2021	10.5935/2595-0118.20210016	2024-04-19	NA	2021	3948	NA	10.5935	GN1 Sistemas e Publicacoes Ltd.	1	Crossref	0	0	0	journal-article	NA	NA	NA	en	NA	NA	NA	NA	NA
Physiotherapeutic intervention in pain and quality of life of women with rheumatoid arthritis. Case reports	NA	http://dx.doi.org/10.5935/1806-0013.20170131	NA	Revista Dor	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Caroline de Macedo Schnornberger, Matheus Santos Gomes Jorge, Lia Mara Wibelinger	1806-0013	0	NA	NA	A3	2017-11-14	2017-11-14	2017	10.5935/1806-0013.20170131	2022-04-02	4	2017	3948	NA	10.5935	GN1 Genesis Network	1	Crossref	0	0	0	journal-article	18	NA	NA	en	NA	NA	NA	NA	NA
Postexercise hypotension after maximal short-term incremental exercise depends on exercise modality	NA	http://dx.doi.org/10.1139/apnm-2014-0354	NA	Applied Physiology, Nutrition, and Metabolism	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Felipe A. Cunha, Adrian W. Midgley, Pedro P. Soares, Paulo T.V. Farinatti	1715-5312,1715-5320	0	5.4	1.01	A3	2015-02-10	2020-01-06	2015-06	10.1139/apnm-2014-0354	2024-04-04	6	2015-06	155	605-614	10.1139	Canadian Science Publishing	1	Crossref	44	44	18	journal-article	40	Appl. Physiol. Nutr. Metab.	NA	en	NA	NA	NA	NA	NA
Postural control modulation during motor imagery tasks: a systematic review	NA	http://dx.doi.org/10.3823/1642	NA	International Archives of Medicine	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 	1755-7682	0	NA	NA	C	2015-04-06	2015-04-16	NA	10.3823/1642	2024-02-05	NA	2015	2155	NA	10.3823	International Medical Publisher (Fundacion de Neurociencias)	1	Crossref	0	0	2	journal-article	NA	Int Arch Med	2015	NA	NA	NA	NA	NA	NA
Posture and balance control in patients with acromegaly: Results of a cross-sectional study	NA	http://dx.doi.org/10.1016/j.gaitpost.2014.03.014	NA	Gait &amp; Posture	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agnaldo José Lopes, Débora Pedroza Guedes da Silva, Leandro Kasuki, Mônica Roberto Gadelha, Gustavo Bittencourt Camilo, Fernando Silva Guimarães	0966-6362	0	4.8	0.724	A2	2014-03-23	2019-08-08	2014-05	10.1016/j.gaitpost.2014.03.014	2024-02-28	1	2014-05	78	154-159	10.1016	Elsevier BV	1	Crossref	30	30	16	journal-article	40	Gait &amp; Posture	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Power and anaerobic capacity in female soccer: A comparison between different age-categories	NA	http://dx.doi.org/10.1016/j.apunsm.2023.100421	NA	Apunts Sports Medicine	NA	NA	NA	2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Francine De Oliveira, Victor Gonçalves Corrêa Neto, Rafael José Silva Barbosa, Igor Ramathur Telles de Jesus, Jefferson da Silva Novaes, Estêvão Rios Monteiro	2666-5069	0	1.9	0.349	NA	2023-07-22	2024-06-09	2023-10	10.1016/j.apunsm.2023.100421	2024-06-09	220	2023-10	78	100421	10.1016	Elsevier BV	1	Crossref	22	22	0	journal-article	58	Apunts Sports Medicine	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Pragmatic neural tissue management improves short-term pain and disability in patients with sciatica: a single-arm clinical trial	NA	http://dx.doi.org/10.1080/10669817.2019.1580420	NA	Journal of Manual &amp; Manipulative Therapy	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Renato Santos de Almeida, Eduardo Machado, Tiê Parma Yamato, Luciano Santos De Melo, Leandro Alberto Calazans Nogueira	1066-9817,2042-6186	0	2.6	0.376	B1	2019-02-26	2022-09-12	2019-08-08	10.1080/10669817.2019.1580420	2024-01-05	4	2019-02-26	301	208-214	10.1080	Informa UK Limited	1	Crossref	35	35	3	journal-article	27	Journal of Manual &amp; Manipulative Therapy	2019-02-26	en	http://dx.doi.org/10.1080/tandf_crossmark_01	NA	NA	NA	NA
Predicting Upcoming Events Occurring in the Space Surrounding the Hand	NA	http://dx.doi.org/10.1155/2021/6649135	NA	Neural Plasticity	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Maria L. Rangel, Lidiane Souza, Erika C. Rodrigues, José M. Oliveira, Michelle F. Miranda, Antonio Galves, Claudia D. Vargas	1687-5443,2090-5904	0	5.7	0.852	A3	2021-02-20	2021-02-20	2021-02-20	10.1155/2021/6649135	2024-01-27	NA	2021-02-20	98	1-10	10.1155	Hindawi Limited	1	Crossref	62	62	6	journal-article	2021	Neural Plasticity	NA	en	NA	NA	NA	NA	NA
